customer_id,total_debit_amount_cad,total_credit_amount_cad,debit_count,credit_count,transaction_frequency,avg_transaction_interval_day,mode_transaction_interval_day,mode_transaction_type,date_range,max_credit_transaction_amount,avg_credit_transaction_amount,max_debit_transaction_amount,avg_debit_transaction_amount,ecommerce_ratio,cash_ratio
SYNCID0000012367,441291.16000000003,145188.95,48,9,57,2.0697674418604652,1,1,89,437332.01,49032.351111111115,64793.73,3024.769791666667,0.23333333333333334,0.0
SYNCID0000012368,5243.61,11509.01,19,18,37,3.423076923076923,0,4,89,797.83,291.31166666666667,2908.16,605.7373684210527,0.6666666666666666,0.0
SYNCID0000012370,43411.43,103614.99,161,14,175,1.2816901408450705,0,1,91,30390.36,3100.816428571429,31224.21,643.5713664596274,0.27741935483870966,0.0
SYNCID0000012371,92051.92,123834.32,36,16,52,2.3684210526315788,1,2,90,20425.12,5753.245,27562.26,3439.8422222222225,0.0,0.0
SYNCID0000012372,4082.93,47707.58,11,8,19,7.0,0,2,91,972.93,510.36625,17450.0,4337.052727272728,0.0,0.0
SYNCID0000012374,17228.46,5027.96,15,8,23,4.2105263157894735,3,2,80,7864.58,2153.5575,866.02,335.19733333333335,0.2,0.3333333333333333
SYNCID0000012375,113508.92,51397.299999999996,30,64,94,1.7647058823529411,0,4,90,39622.09,1773.576875,9457.1,1713.243333333333,0.0,0.0
SYNCID0000012376,1925.1,847.7,10,1,11,5.777777777777778,1,1,52,1925.1,1925.1,227.46,84.77000000000001,0.5,0.0
SYNCID0000012377,26706.26,7496.68,4,14,18,4.133333333333334,2,3,62,14011.52,1907.59,5013.39,1874.17,0.0,0.0
SYNCID0000012379,21759.03,889823.75,65,3,68,2.1666666666666665,0,5,91,20634.51,7253.009999999999,97108.09,13689.596153846154,0.0,0.0
SYNCID0000012380,1283763.12,901760.67,78,42,120,1.8958333333333333,0,3,91,467919.49,30565.788571428573,429021.99,11561.034230769232,0.0,0.0
SYNCID0000012381,5426.9400000000005,5274.24,9,6,15,6.846153846153846,6,2,89,3176.32,904.4900000000001,1840.6,586.0266666666666,0.0,0.0
SYNCID0000012382,201888.22999999998,188171.50999999998,227,24,251,1.1097560975609757,0,1,91,32103.25,8412.009583333333,80276.18,828.9493832599118,0.11538461538461539,1.0
SYNCID0000012383,523879.3,474159.80000000005,64,117,181,1.6071428571428572,0,3,90,103120.86,4477.600854700855,150174.07,7408.746875000001,0.0,0.0
SYNCID0000012384,3349.71,10246.15,9,2,11,7.0,1,4,70,3141.25,1674.855,3822.31,1138.461111111111,0.5,0.0
SYNCID0000012385,13116.189999999999,167569.79,29,5,34,3.185185185185185,1,2,86,6146.98,2623.238,63346.12,5778.268620689655,0.0,0.0
SYNCID0000012386,61253.44,57062.97,257,15,272,1.058139534883721,0,1,91,19947.25,4083.5626666666667,4779.15,222.0349027237354,0.10384615384615385,0.0
SYNCID0000012387,26928.02,46018.72,148,6,154,1.3582089552238805,0,1,91,23828.66,4488.003333333333,16715.21,310.9372972972973,0.0958904109589041,1.0
SYNCID0000012388,1613.33,3442.16,2,1,3,20.0,-1,2,40,1613.33,1613.33,1829.24,1721.08,0.0,0.0
SYNCID0000012389,79193.26,304739.4,371,49,420,1.0340909090909092,0,1,91,19681.59,1616.1889795918366,37939.04,821.4000000000001,0.2696245733788396,0.0
SYNCID0000012390,6960.9400000000005,3315.25,8,9,17,5.4375,1,4,87,2301.76,773.4377777777778,1672.25,414.40625,0.0,0.0
SYNCID0000012391,34794.009999999995,50211.89,14,10,24,4.2,1,4,84,22603.35,3479.4009999999994,17541.24,3586.5635714285713,0.0,0.0
SYNCID0000012392,6043.360000000001,12150.03,30,5,35,3.0,1,1,87,3927.05,1208.672,2813.72,405.00100000000003,0.0,0.0
SYNCID0000012393,20342.77,563891.6,50,37,87,1.7843137254901962,0,3,91,3659.31,549.8045945945946,446767.3,11277.832,0.0,0.0
SYNCID0000012395,10699.1,12404.05,63,31,94,1.6296296296296295,0,1,88,4159.76,345.1322580645161,1252.79,196.88968253968252,0.3050847457627119,0.5
SYNCID0000012396,-121.38,13023.619999999999,75,1,76,1.6363636363636365,1,1,90,-121.38,-121.38,2113.14,173.64826666666664,0.49333333333333335,0.0
SYNCID0000012397,66062.56,36855.82,101,49,150,1.318840579710145,0,1,91,10355.32,1348.2155102040815,3547.32,364.90910891089106,0.24324324324324326,0.0
SYNCID0000012398,24049.93,19412.11,46,11,57,2.1219512195121952,1,1,87,6856.88,2186.3572727272726,3996.32,422.00239130434784,0.3684210526315789,1.0
SYNCID0000012399,198431.38,112253.58,343,74,417,1.0340909090909092,0,1,91,67305.95,2681.5051351351353,15323.68,327.26991253644314,0.3201219512195122,1.0
SYNCID0000012400,40193.689999999995,93461.76,44,22,66,1.9565217391304348,0,2,90,10362.73,1826.9859090909088,19833.13,2124.130909090909,0.47368421052631576,1.0
SYNCID0000012401,119.76,87.35,1,1,2,42.0,-1,2,42,119.76,119.76,87.35,87.35,0.0,0.0
SYNCID0000012403,805263.19,236562.19,135,78,213,1.378787878787879,0,3,91,475617.19,10323.88705128205,41209.05,1752.3125185185186,0.015625,0.0
SYNCID0000012404,38769.34,43498.03,8,14,22,4.421052631578948,1,3,84,10270.72,2769.238571428571,21545.4,5437.25375,0.0,0.0
SYNCID0000012405,479.13,12812.39,15,2,17,5.5,1,1,77,338.15,239.565,6087.18,854.1593333333333,0.3333333333333333,0.0
SYNCID0000012406,33457.29,123682.79000000001,199,25,224,1.1818181818181819,0,1,91,14887.0,1338.2916,20356.06,621.5215577889447,0.31521739130434784,1.0
SYNCID0000012407,16404.82,54332.200000000004,9,9,18,5.294117647058823,1,2,90,5536.82,1822.7577777777778,19608.62,6036.9111111111115,0.0,0.0
SYNCID0000012408,23156.14,75285.58,25,20,45,2.6176470588235294,1,2,89,8428.98,1157.807,40008.09,3011.4232,0.0,0.0
SYNCID0000012409,7291.33,24117.98,83,8,91,1.6666666666666667,0,1,90,5690.41,911.41625,3871.37,290.57807228915664,0.23376623376623376,0.0
SYNCID0000012410,54616.270000000004,131358.65,134,132,266,1.2054794520547945,0,4,88,6836.95,413.75962121212126,10659.08,980.2884328358208,0.14893617021276595,0.0
SYNCID0000012411,788.66,333.92,4,5,9,8.25,2,1,66,509.53,157.732,207.06,83.48,0.3333333333333333,1.0
SYNCID0000012412,13893.980000000001,10352.08,13,6,19,5.933333333333334,0,3,89,12052.54,2315.6633333333334,2662.24,796.3138461538462,0.0,0.0
SYNCID0000012413,11964.92,820.21,3,3,6,12.0,-1,3,60,11640.54,3988.306666666667,464.86,273.40333333333336,0.0,0.0
SYNCID0000012414,324772.23,43343.409999999996,76,31,107,1.40625,1,1,90,198012.94,10476.523548387097,21598.39,570.3080263157894,0.2916666666666667,0.8
SYNCID0000012415,5830.18,120729.14,7,7,14,7.0,0,3,77,4231.93,832.8828571428572,54438.5,17247.02,0.0,0.0
SYNCID0000012417,8021.9,222844.17,80,8,88,1.625,0,1,91,3127.56,1002.7375,201915.62,2785.552125,0.1282051282051282,0.6666666666666666
SYNCID0000012418,3418.52,6636.2,42,2,44,2.6363636363636362,0,1,87,3824.41,1709.26,892.66,158.0047619047619,0.09090909090909091,0.0
SYNCID0000012419,48969.1,387434.59,61,51,112,1.3636363636363635,1,3,90,10127.54,960.178431372549,288989.58,6351.386721311475,0.30303030303030304,0.0
SYNCID0000012420,52762.47,7952.87,11,27,38,2.806451612903226,2,4,87,19962.12,1954.1655555555556,1842.45,722.9881818181818,0.0,0.0
SYNCID0000012421,113552.83000000002,93149.0,32,16,48,2.5294117647058822,1,4,86,89266.1,7097.051875000001,30584.38,2910.90625,0.0,0.0
SYNCID0000012422,1943.3600000000001,162934.78,7,3,10,11.428571428571429,0,2,80,1468.47,647.7866666666667,156863.31,23276.397142857142,0.0,0.0
SYNCID0000012423,6500.44,257.18,1,5,6,16.2,-1,3,81,5960.73,1300.088,257.18,257.18,0.0,0.0
SYNCID0000012424,63408.45,51358.98,34,19,53,2.3947368421052633,1,3,91,29313.4,3337.286842105263,24731.96,1510.5582352941178,0.4375,0.0
SYNCID0000012425,1672.03,12331.56,6,5,11,7.777777777777778,3,3,70,948.11,334.406,10709.91,2055.2599999999998,0.5,0.0
SYNCID0000012426,68573.9,54553.86,67,51,118,1.5689655172413792,0,3,91,26010.8,1344.5862745098038,13742.83,814.2367164179104,0.12121212121212122,0.0
SYNCID0000012427,112.42,801.85,1,2,3,14.5,-1,4,29,70.0,56.21,801.85,801.85,0.0,0.0
SYNCID0000012428,29167.71,6954.4400000000005,7,7,14,7.2727272727272725,3,3,80,26830.14,4166.815714285714,3898.67,993.4914285714286,0.0,0.0
SYNCID0000012429,2461.8,2612.2799999999997,13,3,16,6.6923076923076925,1,1,87,1780.0,820.6,786.03,200.94461538461536,0.0,0.0
SYNCID0000012430,570.87,54886.61,5,1,6,7.25,1,3,29,570.87,570.87,43906.47,10977.322,0.0,0.0
SYNCID0000012431,40073.74,2658537.33,7112,8,7120,1.1818181818181819,0,3,91,24687.91,5009.2175,336370.21,373.8100857705287,0.0,0.0
SYNCID0000012432,43279.97,78561.81,33,23,56,2.4594594594594597,0,3,91,10020.75,1881.7378260869566,33309.25,2380.660909090909,0.25,1.0
SYNCID0000012433,9334.49,14526.35,24,1,25,4.136363636363637,1,1,91,9334.49,9334.49,5678.21,605.2645833333333,0.16666666666666666,0.0
SYNCID0000012435,79505.76,65721.4,123,47,170,1.2816901408450705,0,1,91,15468.09,1691.6119148936168,12546.24,534.320325203252,0.16279069767441862,1.0
SYNCID0000012436,30.02,9458.33,9,1,10,10.571428571428571,0,1,74,30.02,30.02,5051.0,1050.9255555555555,0.2857142857142857,0.0
SYNCID0000012437,-115.36,14773.02,53,1,54,2.1666666666666665,1,1,91,-115.36,-115.36,2053.27,278.73622641509434,0.2765957446808511,0.0
SYNCID0000012438,12858.15,44800.66,14,6,20,5.3125,0,1,85,7437.7,2143.025,25010.77,3200.047142857143,0.4,1.0
SYNCID0000012439,1770.79,1336.25,3,2,5,20.75,-1,1,83,1556.09,885.395,1062.05,445.4166666666667,0.0,0.0
SYNCID0000012440,64304.979999999996,159095.35,26,26,52,2.935483870967742,0,3,91,11324.64,2473.2684615384615,71587.99,6119.051923076923,0.0,0.5
SYNCID0000012441,335331.11,141867.33,52,81,133,1.8,0,2,90,148497.03,4139.89024691358,18274.08,2728.2178846153843,0.0,0.0
SYNCID0000012443,19815.16,125219.33,108,11,119,1.4444444444444444,0,1,91,7694.26,1801.3781818181817,76969.23,1159.4382407407409,0.2872340425531915,1.0
SYNCID0000012444,1071.73,1051.19,3,1,4,16.666666666666668,-1,0,50,1071.73,1071.73,1049.16,350.3966666666667,0.0,1.0
SYNCID0000012445,-60000.36,70043.06,246,9,255,1.0340909090909092,0,1,91,14102.82,-6666.706666666667,17997.68,284.72788617886175,0.7362204724409449,0.0
SYNCID0000012447,41708.55,2861.95,3,28,31,3.9565217391304346,1,3,91,16151.31,1489.5910714285715,1985.94,953.9833333333332,0.0,0.0
SYNCID0000012448,28183.510000000002,159030.58,36,15,51,2.676470588235294,0,3,91,13102.34,1878.900666666667,79968.34,4417.516111111111,0.0,0.0
SYNCID0000012449,2862.86,9424.529999999999,3,5,8,11.571428571428571,-1,3,81,1934.72,572.572,8466.05,3141.5099999999998,0.0,0.0
SYNCID0000012450,1385.32,171260.77,10,1,11,8.11111111111111,1,4,73,1385.32,1385.32,165248.78,17126.076999999997,0.0,0.0
SYNCID0000012451,16300.5,192780.95,177,13,190,1.1375,0,1,91,8118.2,1253.8846153846155,123357.0,1089.1579096045198,0.1534090909090909,0.0
SYNCID0000012452,2520.79,18741.99,5,1,6,18.0,-1,3,90,2520.79,2520.79,16823.36,3748.398,0.0,0.0
SYNCID0000012454,18994.5,20362.27,14,14,28,3.45,0,4,69,9996.37,1356.75,9319.11,1454.4478571428572,0.0,0.0
SYNCID0000012455,10422.67,19584.85,62,6,68,2.2195121951219514,0,1,91,7796.54,1737.1116666666667,9855.9,315.88467741935483,0.20588235294117646,0.0
SYNCID0000012456,22078.03,42222.340000000004,87,6,93,1.4754098360655739,1,1,90,9303.85,3679.6716666666666,20982.31,485.31425287356325,0.07865168539325842,0.0
SYNCID0000012457,1394575.54,582963.92,215,167,382,1.1818181818181819,0,2,91,570217.57,8350.751736526947,57182.6,2711.460093023256,0.2923076923076923,0.0
SYNCID0000012458,21935.94,17859.66,11,6,17,6.666666666666667,0,3,80,19726.7,3655.99,7461.0,1623.6054545454544,0.0,0.0
SYNCID0000012459,784313.0700000001,247332.21,78,78,156,1.5166666666666666,0,2,91,167051.25,10055.29576923077,22110.85,3170.925769230769,0.0,0.0
SYNCID0000012461,4958794.18,1453570.8699999999,217,403,620,1.421875,0,2,91,711078.4,12304.700198511166,200182.71,6698.4832718894,0.7777777777777778,0.0
SYNCID0000012463,5537.54,10534.73,3,4,7,10.5,-1,3,63,4888.19,1384.385,9252.52,3511.5766666666664,0.0,0.0
SYNCID0000012464,84310.64,6870.44,8,15,23,4.9411764705882355,0,3,84,52351.65,5620.709333333333,4633.19,858.805,0.0,0.0
SYNCID0000012465,7080.91,39999.869999999995,79,2,81,1.6730769230769231,0,1,87,7038.08,3540.455,24530.66,506.3274683544303,0.05194805194805195,0.75
SYNCID0000012466,5401.19,12370.66,2,8,10,11.25,14,3,90,1727.8,675.14875,7960.82,6185.33,0.0,0.0
SYNCID0000012467,4026.55,21863.73,121,3,124,1.378787878787879,0,1,91,2095.48,1342.1833333333334,2239.46,180.69198347107437,0.08870967741935484,0.0
SYNCID0000012468,251445.39,252640.38,53,83,136,1.7169811320754718,0,2,91,103175.85,3029.462530120482,164536.82,4766.79962264151,0.0,1.0
SYNCID0000012470,61602.03,50174.61,20,10,30,4.157894736842105,0,2,79,28909.22,6160.2029999999995,11025.08,2508.7305,0.0,0.0
SYNCID0000012471,5371.070000000001,52706.18,252,7,259,1.0705882352941176,0,1,91,3008.15,767.2957142857143,2918.76,209.15150793650793,0.125,1.0
SYNCID0000012472,63887.229999999996,138242.27,22,11,33,3.0,3,0,84,26501.82,5807.929999999999,60702.78,6283.739545454545,0.0,0.8
SYNCID0000012473,167582.18,92804.25,27,32,59,2.2972972972972974,0,2,85,64420.42,5236.943125,43014.24,3437.1944444444443,0.0,0.0
SYNCID0000012474,1179402.79,863301.59,195,232,427,1.338235294117647,0,2,91,95731.38,5083.632715517241,85295.43,4427.187641025641,0.0,0.0
SYNCID0000012475,23393.79,168075.07,42,10,52,2.676470588235294,0,2,91,14103.18,2339.379,23353.36,4001.787380952381,0.0,0.0
SYNCID0000012476,253751.53,224807.47999999998,129,66,195,1.2816901408450705,0,2,91,72394.45,3844.7201515151514,40327.77,1742.6936434108525,0.27710843373493976,0.0
SYNCID0000012477,1905084.8900000001,1022944.26,192,188,380,1.1666666666666667,0,2,91,1272012.56,10133.430265957448,439978.99,5327.8346875,0.35294117647058826,1.0
SYNCID0000012478,58944.22,24584.86,14,50,64,2.3421052631578947,0,3,89,8869.79,1178.8844,19466.26,1756.0614285714287,0.0,0.0
SYNCID0000012479,13671.03,19861.4,30,28,58,2.25,1,4,90,3195.94,488.25107142857144,4313.25,662.0466666666667,0.29411764705882354,0.0
SYNCID0000012480,545116.9,366206.33999999997,131,351,482,1.3582089552238805,0,3,91,45412.59,1553.0396011396012,115199.59,2795.468244274809,0.6666666666666666,1.0
SYNCID0000012481,46970.52,18220.47,64,18,82,1.75,1,1,91,15955.61,2609.4733333333334,7930.61,284.69484375,0.3888888888888889,0.0
SYNCID0000012482,20664.36,37347.92,13,5,18,4.923076923076923,5,2,64,12200.4,4132.872,15085.24,2872.916923076923,0.0,0.0
SYNCID0000012483,735733.4,218537.67,76,86,162,1.5964912280701755,0,2,91,417578.45,8555.039534883721,31618.7,2875.495657894737,0.0,0.0
SYNCID0000012484,346336.34,146020.05,39,39,78,1.875,0,2,90,228466.72,8880.418974358976,38438.28,3744.103846153846,0.0,0.0
SYNCID0000012485,526063.09,402007.37,220,120,340,1.1097560975609757,0,1,91,158258.55,4383.859083333333,70779.44,1827.3062272727273,0.28846153846153844,0.0
SYNCID0000012486,7723.28,19711.42,13,9,22,5.0,1,3,90,3477.6,858.1422222222222,5716.97,1516.2630769230768,0.3333333333333333,0.0
SYNCID0000012487,324238.24,36669.32,25,34,59,2.1666666666666665,1,3,91,248576.78,9536.418823529411,10075.9,1466.7728,0.0,0.0
SYNCID0000012488,598.7,19311.859999999997,6,1,7,10.333333333333334,-1,2,62,598.7,598.7,16669.69,3218.643333333333,0.0,0.0
SYNCID0000012489,58390.69,37262.93,81,18,99,1.7169811320754718,0,1,91,39861.75,3243.9272222222226,6254.31,460.03617283950615,0.16216216216216217,0.5
SYNCID0000012490,154517.58,174088.91,41,32,73,1.872340425531915,0,0,88,30460.6,4828.674375,125870.41,4246.070975609756,0.0,0.6052631578947368
SYNCID0000012491,6511.82,19740.63,28,4,32,3.7916666666666665,0,2,91,3119.77,1627.955,2908.75,705.0225,0.08333333333333333,0.0
SYNCID0000012492,730784.0499999999,1155507.66,125,88,213,1.4444444444444444,0,3,91,217678.58,8304.364204545454,493213.56,9244.06128,0.3333333333333333,0.5555555555555556
SYNCID0000012493,957.86,367.56,2,3,5,17.5,-1,3,70,487.69,319.2866666666667,198.74,183.78,0.0,0.0
SYNCID0000012494,11735.75,118161.97,17,7,24,5.055555555555555,0,3,91,4687.72,1676.5357142857142,51059.23,6950.704117647059,0.0,0.0
SYNCID0000012495,7084.84,44724.14000000001,6,5,11,6.4,1,2,64,3383.29,1416.968,39447.62,7454.023333333334,0.0,0.0
SYNCID0000012496,15064.29,15380.73,11,11,22,5.0,3,2,90,10763.1,1369.480909090909,4511.95,1398.2481818181818,0.0,0.0
SYNCID0000012497,75519.93,57933.75,20,22,42,3.0,1,2,87,26017.5,3432.7240909090906,12740.32,2896.6875,0.0,0.0
SYNCID0000012498,209058.02,306624.89,109,117,226,1.338235294117647,0,3,91,22585.34,1786.8206837606838,78386.94,2813.072385321101,0.47058823529411764,1.0
SYNCID0000012500,102670.14,53001.15,21,44,65,2.275,0,2,91,17798.42,2333.412272727273,14086.21,2523.864285714286,0.0,0.0
SYNCID0000012501,988544.05,103822.64,10,11,21,4.882352941176471,2,2,83,641894.65,89867.64090909091,48944.39,10382.264,0.0,0.0
SYNCID0000012502,6689.95,39467.26,17,12,29,3.9565217391304346,0,3,91,1664.47,557.4958333333333,21841.24,2321.6035294117646,0.0,1.0
SYNCID0000012503,10628.619999999999,14851.73,18,7,25,3.9565217391304346,2,1,91,2652.58,1518.3742857142856,8045.76,825.0961111111111,0.0,0.5
SYNCID0000012504,339182.10000000003,235340.88,199,109,308,1.1375,0,3,91,59956.19,3111.762385321101,31511.95,1182.617487437186,0.25925925925925924,0.0
SYNCID0000012505,6261.57,24070.73,60,8,68,1.8958333333333333,1,1,91,2146.0,782.69625,3575.33,401.17883333333333,0.5652173913043478,0.0
SYNCID0000012508,190114.69,154988.23,461,26,487,1.011111111111111,0,1,91,55792.55,7312.1034615384615,9835.4,336.20006507592194,0.19130434782608696,0.0
SYNCID0000012509,301121.81,1068031.59,171,79,250,1.4918032786885247,0,3,91,65815.11,3811.668481012658,159391.58,6245.798771929825,0.0,0.0
SYNCID0000012510,26836.04,2106.66,4,22,26,4.666666666666667,0,3,84,6611.66,1219.82,1758.5,526.665,0.0,0.0
SYNCID0000012511,17130.62,114364.41,27,16,43,3.033333333333333,0,2,91,4702.96,1070.66375,45158.25,4235.718888888889,0.0,0.0
SYNCID0000012513,15023.86,13297.32,3,1,4,20.0,-1,3,60,15023.86,15023.86,12477.0,4432.44,0.0,0.0
SYNCID0000012514,607.03,28319.03,6,1,7,15.0,-1,3,90,607.03,607.03,16657.85,4719.838333333333,0.0,0.0
SYNCID0000012515,37260.39,366339.3,69,14,83,1.875,0,1,90,24611.73,2661.4564285714287,90208.91,5309.265217391304,0.2,0.0
SYNCID0000012516,1434.48,11.97,1,2,3,7.0,-1,2,14,1352.2,717.24,11.97,11.97,1.0,0.0
SYNCID0000012517,3515386.79,26500.61,18,8,26,4.7368421052631575,1,1,90,3498164.86,439423.34875,9252.22,1472.256111111111,0.16666666666666666,0.0
SYNCID0000012518,2938.51,26970.6,51,5,56,2.0232558139534884,1,1,87,1543.13,587.702,5384.25,528.835294117647,0.13513513513513514,0.0
SYNCID0000012519,56550.93,374734.98,98,26,124,1.5964912280701755,0,2,91,15442.78,2175.0357692307693,88762.21,3823.8263265306123,0.23529411764705882,1.0
SYNCID0000012520,3413.3500000000004,21263.3,97,9,106,1.4918032786885247,0,1,91,2729.05,379.2611111111112,2785.36,219.20927835051546,0.45,1.0
SYNCID0000012521,21307.539999999997,14020.68,42,6,48,2.5714285714285716,1,1,90,13675.89,3551.256666666666,2568.91,333.8257142857143,0.40476190476190477,0.0
SYNCID0000012522,9849.36,1920.9299999999998,10,1,11,6.9,1,1,69,9849.36,9849.36,807.53,192.093,0.0,0.0
SYNCID0000012523,342304.98,476433.37,83,86,169,1.4918032786885247,0,3,91,45886.27,3980.290465116279,210412.72,5740.161084337349,0.0,0.0
SYNCID0000012524,12326.34,39496.87,68,8,76,1.7254901960784315,1,1,88,6787.93,1540.7925,21710.62,580.8363235294119,0.22058823529411764,0.0
SYNCID0000012525,2088.36,1065.1299999999999,3,1,4,9.0,-1,0,27,2088.36,2088.36,1053.58,355.0433333333333,0.5,1.0
SYNCID0000012526,4001.0499999999997,10545.31,18,5,23,5.117647058823529,0,3,87,1329.51,800.2099999999999,3728.77,585.8505555555555,0.0,0.0
SYNCID0000012527,715214.09,687231.4500000001,132,275,407,1.421875,0,3,91,51788.78,2600.7785090909088,477022.46,5206.298863636364,0.375,0.0
SYNCID0000012528,4702.12,2538.56,4,5,9,11.25,1,3,90,2141.51,940.424,2157.98,634.64,0.0,0.0
SYNCID0000012529,55640.29,63531.850000000006,73,30,103,1.5166666666666666,0,2,91,22311.99,1854.6763333333333,9322.76,870.2993150684932,0.15789473684210525,0.0
SYNCID0000012530,17732.63,85976.73,69,19,88,1.7169811320754718,0,4,91,2212.59,933.2963157894737,12389.12,1246.0395652173913,0.0,0.0
SYNCID0000012531,7306.23,12118.94,77,3,80,1.6481481481481481,1,1,89,6281.94,2435.41,2943.31,157.3888311688312,0.125,0.0
SYNCID0000012532,52760.159999999996,118674.42,67,36,103,1.5423728813559323,0,2,91,8632.26,1465.56,22722.93,1771.26,0.2962962962962963,0.0
SYNCID0000012533,14513.77,45925.99,80,2,82,1.8,0,1,90,10346.5,7256.885,15600.33,574.074875,0.13580246913580246,0.0
SYNCID0000012534,2588.4700000000003,82029.15,48,8,56,2.4324324324324325,0,4,90,701.06,323.55875000000003,10534.48,1708.940625,0.0,0.0
SYNCID0000012535,18770.91,22970.06,8,6,14,6.909090909090909,6,3,76,16307.61,3128.485,13857.6,2871.2575,0.0,0.0
SYNCID0000012536,31.18,5247.12,5,1,6,9.6,1,4,48,31.18,31.18,2518.63,1049.424,0.0,0.0
SYNCID0000012537,112515.37,244586.37,41,26,67,2.1666666666666665,0,2,91,25451.58,4327.51423076923,111539.82,5965.521219512195,0.4,0.0
SYNCID0000012538,2417.29,3835.0299999999997,2,2,4,12.333333333333334,-1,4,37,1318.25,1208.645,2213.12,1917.5149999999999,0.0,0.0
SYNCID0000012539,90155.88,721027.68,66,15,81,2.116279069767442,0,2,91,46762.46,6010.392000000001,287330.9,10924.66181818182,0.0,0.0
SYNCID0000012540,24925.46,24491.989999999998,101,11,112,1.3846153846153846,1,1,90,7090.8,2265.950909090909,9324.82,242.4949504950495,0.10752688172043011,0.0
SYNCID0000012541,137073.36,239672.08,60,20,80,2.116279069767442,0,3,91,40263.42,6853.668,71089.27,3994.5346666666665,0.0,0.0
SYNCID0000012542,382661.95,281188.6,60,84,144,1.467741935483871,0,3,91,142213.33,4555.499404761905,88587.81,4686.4766666666665,0.3333333333333333,0.0
SYNCID0000012543,107019.91,157515.02000000002,36,37,73,2.0681818181818183,0,2,91,18032.96,2892.4300000000003,54591.16,4375.417222222222,0.0,0.0
SYNCID0000012544,104.37,2952.53,20,1,21,5.0,1,1,90,104.37,104.37,802.4,147.62650000000002,0.3,1.0
SYNCID0000012545,31450.63,4036.8,8,5,13,8.272727272727273,3,3,91,10824.69,6290.126,2474.15,504.6,0.0,0.0
SYNCID0000012546,153.44,1653.92,8,1,9,11.428571428571429,-1,1,80,153.44,153.44,845.83,206.74,0.16666666666666666,1.0
SYNCID0000012547,56411.2,88119.95,14,20,34,3.4615384615384617,3,3,90,29459.16,2820.56,61384.29,6294.282142857142,0.0,0.0
SYNCID0000012548,2420.95,4203.51,3,1,4,21.0,0,3,21,2420.95,2420.95,4152.87,1401.17,0.0,0.0
SYNCID0000012549,48517.31,39316.159999999996,41,11,52,2.5,1,1,90,43772.32,4410.664545454545,22246.78,958.930731707317,0.3888888888888889,1.0
SYNCID0000012550,3359.05,13691.45,11,7,18,6.538461538461538,0,2,85,1252.92,479.86428571428576,2284.33,1244.6772727272728,0.0,0.0
SYNCID0000012551,28238.84,199292.38,45,21,66,2.5714285714285716,0,3,90,5776.12,1344.7066666666667,54041.33,4428.719555555555,0.0,0.0
SYNCID0000012553,412.88,179.7,1,2,3,35.5,-1,4,71,249.28,206.44,179.7,179.7,0.0,0.0
SYNCID0000012554,129298.12999999999,21700.83,10,13,23,4.142857142857143,1,3,87,68620.43,9946.009999999998,11858.99,2170.083,0.0,0.0
SYNCID0000012555,361589.31,2758222.99,118,136,254,1.421875,0,3,91,164829.71,2658.7449264705883,1913678.76,23374.771101694918,0.0,0.0
SYNCID0000012556,2461.59,61163.6,6,4,10,11.0,6,3,88,1863.71,615.3975,41472.84,10193.933333333332,0.0,0.0
SYNCID0000012557,119276.64,182518.42,57,72,129,1.82,0,3,91,33144.4,1656.62,43259.05,3202.0775438596493,0.0,0.0
SYNCID0000012559,27087.989999999998,45897.43,41,14,55,2.25,0,1,90,20403.01,1934.8564285714285,29633.53,1119.449512195122,0.08823529411764706,0.0
SYNCID0000012560,84161.6,91326.02,27,22,49,2.5454545454545454,1,3,84,23031.29,3825.527272727273,76332.89,3382.4451851851854,0.23076923076923078,0.0
SYNCID0000012563,408.73,2024.09,4,2,6,18.5,-1,2,74,352.24,204.365,1285.28,506.0225,0.0,0.0
SYNCID0000012564,84695.11,4131.32,7,6,13,5.9,3,2,59,55950.72,14115.851666666667,2769.89,590.1885714285714,0.0,0.0
SYNCID0000012565,90521.08,125747.15,48,36,84,1.7916666666666667,0,2,86,24190.95,2514.4744444444445,36426.34,2619.7322916666667,0.5833333333333334,1.0
SYNCID0000012566,-74.9,10400.28,55,1,56,2.1666666666666665,1,1,91,-74.9,-74.9,2514.97,189.096,0.10714285714285714,0.0
SYNCID0000012567,43943.96000000001,12490.55,10,5,15,6.083333333333333,3,3,73,39351.23,8788.792000000001,3070.4,1249.0549999999998,0.0,0.0
SYNCID0000012569,6176.04,72144.22,24,9,33,3.0714285714285716,1,1,86,5226.63,686.2266666666667,42182.39,3006.0091666666667,0.29411764705882354,0.0
SYNCID0000012570,85161.54000000001,23819.38,12,18,30,3.75,3,2,90,44449.37,4731.196666666667,16515.95,1984.9483333333335,0.0,0.7142857142857143
SYNCID0000012571,106346.09,322390.99,122,61,183,1.318840579710145,0,1,91,38782.77,1743.3785245901638,117058.59,2642.5490983606555,0.13114754098360656,0.9230769230769231
SYNCID0000012572,94553.81,78005.55,35,41,76,2.022222222222222,0,2,91,26955.49,2306.190487804878,17141.48,2228.73,0.0,0.0
SYNCID0000012573,720.6399999999999,664.74,2,4,6,12.6,14,4,63,310.46,180.15999999999997,355.6,332.37,0.0,0.0
